Kim,equid,3,min_sup,cat_id
Kim,equid,3,min_sup,cat_aa
Kim,equid,3,min_sup,trans_id
Kim,equid,3,min_sup,trans_aa
Kim,equid,3,min_sup,diag_sup
Kim,equid,3,min_sup,diag_inf
Kim,equid,3,min_sup,mix
Kim,equid,3,contrast,cat_id
Kim,equid,3,contrast,cat_aa
Kim,equid,3,contrast,trans_id
Kim,equid,3,contrast,trans_aa
Kim,equid,3,contrast,diag_sup
Kim,equid,3,contrast,diag_inf
Kim,equid,3,contrast,mix
Kim,equid,3,afinidad,cat_id
Kim,equid,3,afinidad,cat_aa
Kim,equid,3,afinidad,trans_id
Kim,equid,3,afinidad,trans_aa
Kim,equid,3,afinidad,diag_sup
Kim,equid,3,afinidad,diag_inf
Kim,equid,3,afinidad,mix
Kim,equid,3,relevant,cat_id
Kim,equid,3,relevant,cat_aa
Kim,equid,3,relevant,trans_id
Kim,equid,3,relevant,trans_aa
Kim,equid,3,relevant,diag_sup
Kim,equid,3,relevant,diag_inf
Kim,equid,3,relevant,mix
Kim,equid,4,min_sup,cat_id
Kim,equid,4,min_sup,cat_aa
Kim,equid,4,min_sup,trans_id
Kim,equid,4,min_sup,trans_aa
Kim,equid,4,min_sup,diag_sup
Kim,equid,4,min_sup,diag_inf
Kim,equid,4,min_sup,mix
Kim,equid,4,contrast,cat_id
Kim,equid,4,contrast,cat_aa
Kim,equid,4,contrast,trans_id
Kim,equid,4,contrast,trans_aa
Kim,equid,4,contrast,diag_sup
Kim,equid,4,contrast,diag_inf
Kim,equid,4,contrast,mix
Kim,equid,4,afinidad,cat_id
Kim,equid,4,afinidad,cat_aa
Kim,equid,4,afinidad,trans_id
Kim,equid,4,afinidad,trans_aa
Kim,equid,4,afinidad,diag_sup
Kim,equid,4,afinidad,diag_inf
Kim,equid,4,afinidad,mix
Kim,equid,4,relevant,cat_id
Kim,equid,4,relevant,cat_aa
Kim,equid,4,relevant,trans_id
Kim,equid,4,relevant,trans_aa
Kim,equid,4,relevant,diag_sup
Kim,equid,4,relevant,diag_inf
Kim,equid,4,relevant,mix
Kim,equid,5,min_sup,cat_id
Kim,equid,5,min_sup,cat_aa
Kim,equid,5,min_sup,trans_id
Kim,equid,5,min_sup,trans_aa
Kim,equid,5,min_sup,diag_sup
Kim,equid,5,min_sup,diag_inf
Kim,equid,5,min_sup,mix
Kim,equid,5,contrast,cat_id
Kim,equid,5,contrast,cat_aa
Kim,equid,5,contrast,trans_id
Kim,equid,5,contrast,trans_aa
Kim,equid,5,contrast,diag_sup
Kim,equid,5,contrast,diag_inf
Kim,equid,5,contrast,mix
Kim,equid,5,afinidad,cat_id
Kim,equid,5,afinidad,cat_aa
Kim,equid,5,afinidad,trans_id
Kim,equid,5,afinidad,trans_aa
Kim,equid,5,afinidad,diag_sup
Kim,equid,5,afinidad,diag_inf
Kim,equid,5,afinidad,mix
Kim,equid,5,relevant,cat_id
Kim,equid,5,relevant,cat_aa
Kim,equid,5,relevant,trans_id
Kim,equid,5,relevant,trans_aa
Kim,equid,5,relevant,diag_sup
Kim,equid,5,relevant,diag_inf
Kim,equid,5,relevant,mix
Kim,equid,6,min_sup,cat_id
Kim,equid,6,min_sup,cat_aa
Kim,equid,6,min_sup,trans_id
Kim,equid,6,min_sup,trans_aa
Kim,equid,6,min_sup,diag_sup
Kim,equid,6,min_sup,diag_inf
Kim,equid,6,min_sup,mix
Kim,equid,6,contrast,cat_id
Kim,equid,6,contrast,cat_aa
Kim,equid,6,contrast,trans_id
Kim,equid,6,contrast,trans_aa
Kim,equid,6,contrast,diag_sup
Kim,equid,6,contrast,diag_inf
Kim,equid,6,contrast,mix
Kim,equid,6,afinidad,cat_id
Kim,equid,6,afinidad,cat_aa
Kim,equid,6,afinidad,trans_id
Kim,equid,6,afinidad,trans_aa
Kim,equid,6,afinidad,diag_sup
Kim,equid,6,afinidad,diag_inf
Kim,equid,6,afinidad,mix
Kim,equid,6,relevant,cat_id
Kim,equid,6,relevant,cat_aa
Kim,equid,6,relevant,trans_id
Kim,equid,6,relevant,trans_aa
Kim,equid,6,relevant,diag_sup
Kim,equid,6,relevant,diag_inf
Kim,equid,6,relevant,mix
Kim,equiran,3,min_sup,cat_id
Kim,equiran,3,min_sup,cat_aa
Kim,equiran,3,min_sup,trans_id
Kim,equiran,3,min_sup,trans_aa
Kim,equiran,3,min_sup,diag_sup
Kim,equiran,3,min_sup,diag_inf
Kim,equiran,3,min_sup,mix
Kim,equiran,3,contrast,cat_id
Kim,equiran,3,contrast,cat_aa
Kim,equiran,3,contrast,trans_id
Kim,equiran,3,contrast,trans_aa
Kim,equiran,3,contrast,diag_sup
Kim,equiran,3,contrast,diag_inf
Kim,equiran,3,contrast,mix
Kim,equiran,3,afinidad,cat_id
Kim,equiran,3,afinidad,cat_aa
Kim,equiran,3,afinidad,trans_id
Kim,equiran,3,afinidad,trans_aa
Kim,equiran,3,afinidad,diag_sup
Kim,equiran,3,afinidad,diag_inf
Kim,equiran,3,afinidad,mix
Kim,equiran,3,relevant,cat_id
Kim,equiran,3,relevant,cat_aa
Kim,equiran,3,relevant,trans_id
Kim,equiran,3,relevant,trans_aa
Kim,equiran,3,relevant,diag_sup
Kim,equiran,3,relevant,diag_inf
Kim,equiran,3,relevant,mix
Kim,equiran,4,min_sup,cat_id
Kim,equiran,4,min_sup,cat_aa
Kim,equiran,4,min_sup,trans_id
Kim,equiran,4,min_sup,trans_aa
Kim,equiran,4,min_sup,diag_sup
Kim,equiran,4,min_sup,diag_inf
Kim,equiran,4,min_sup,mix
Kim,equiran,4,contrast,cat_id
Kim,equiran,4,contrast,cat_aa
Kim,equiran,4,contrast,trans_id
Kim,equiran,4,contrast,trans_aa
Kim,equiran,4,contrast,diag_sup
Kim,equiran,4,contrast,diag_inf
Kim,equiran,4,contrast,mix
Kim,equiran,4,afinidad,cat_id
Kim,equiran,4,afinidad,cat_aa
Kim,equiran,4,afinidad,trans_id
Kim,equiran,4,afinidad,trans_aa
Kim,equiran,4,afinidad,diag_sup
Kim,equiran,4,afinidad,diag_inf
Kim,equiran,4,afinidad,mix
Kim,equiran,4,relevant,cat_id
Kim,equiran,4,relevant,cat_aa
Kim,equiran,4,relevant,trans_id
Kim,equiran,4,relevant,trans_aa
Kim,equiran,4,relevant,diag_sup
Kim,equiran,4,relevant,diag_inf
Kim,equiran,4,relevant,mix
Kim,equiran,5,min_sup,cat_id
Kim,equiran,5,min_sup,cat_aa
Kim,equiran,5,min_sup,trans_id
Kim,equiran,5,min_sup,trans_aa
Kim,equiran,5,min_sup,diag_sup
Kim,equiran,5,min_sup,diag_inf
Kim,equiran,5,min_sup,mix
Kim,equiran,5,contrast,cat_id
Kim,equiran,5,contrast,cat_aa
Kim,equiran,5,contrast,trans_id
Kim,equiran,5,contrast,trans_aa
Kim,equiran,5,contrast,diag_sup
Kim,equiran,5,contrast,diag_inf
Kim,equiran,5,contrast,mix
Kim,equiran,5,afinidad,cat_id
Kim,equiran,5,afinidad,cat_aa
Kim,equiran,5,afinidad,trans_id
Kim,equiran,5,afinidad,trans_aa
Kim,equiran,5,afinidad,diag_sup
Kim,equiran,5,afinidad,diag_inf
Kim,equiran,5,afinidad,mix
Kim,equiran,5,relevant,cat_id
Kim,equiran,5,relevant,cat_aa
Kim,equiran,5,relevant,trans_id
Kim,equiran,5,relevant,trans_aa
Kim,equiran,5,relevant,diag_sup
Kim,equiran,5,relevant,diag_inf
Kim,equiran,5,relevant,mix
Kim,equiran,6,min_sup,cat_id
Kim,equiran,6,min_sup,cat_aa
Kim,equiran,6,min_sup,trans_id
Kim,equiran,6,min_sup,trans_aa
Kim,equiran,6,min_sup,diag_sup
Kim,equiran,6,min_sup,diag_inf
Kim,equiran,6,min_sup,mix
Kim,equiran,6,contrast,cat_id
Kim,equiran,6,contrast,cat_aa
Kim,equiran,6,contrast,trans_id
Kim,equiran,6,contrast,trans_aa
Kim,equiran,6,contrast,diag_sup
Kim,equiran,6,contrast,diag_inf
Kim,equiran,6,contrast,mix
Kim,equiran,6,afinidad,cat_id
Kim,equiran,6,afinidad,cat_aa
Kim,equiran,6,afinidad,trans_id
Kim,equiran,6,afinidad,trans_aa
Kim,equiran,6,afinidad,diag_sup
Kim,equiran,6,afinidad,diag_inf
Kim,equiran,6,afinidad,mix
Kim,equiran,6,relevant,cat_id
Kim,equiran,6,relevant,cat_aa
Kim,equiran,6,relevant,trans_id
Kim,equiran,6,relevant,trans_aa
Kim,equiran,6,relevant,diag_sup
Kim,equiran,6,relevant,diag_inf
Kim,equiran,6,relevant,mix
Kim,rand,3,min_sup,cat_id
Kim,rand,3,min_sup,cat_aa
Kim,rand,3,min_sup,trans_id
Kim,rand,3,min_sup,trans_aa
Kim,rand,3,min_sup,diag_sup
Kim,rand,3,min_sup,diag_inf
Kim,rand,3,min_sup,mix
Kim,rand,3,contrast,cat_id
Kim,rand,3,contrast,cat_aa
Kim,rand,3,contrast,trans_id
Kim,rand,3,contrast,trans_aa
Kim,rand,3,contrast,diag_sup
Kim,rand,3,contrast,diag_inf
Kim,rand,3,contrast,mix
Kim,rand,3,afinidad,cat_id
Kim,rand,3,afinidad,cat_aa
Kim,rand,3,afinidad,trans_id
Kim,rand,3,afinidad,trans_aa
Kim,rand,3,afinidad,diag_sup
Kim,rand,3,afinidad,diag_inf
Kim,rand,3,afinidad,mix
Kim,rand,3,relevant,cat_id
Kim,rand,3,relevant,cat_aa
Kim,rand,3,relevant,trans_id
Kim,rand,3,relevant,trans_aa
Kim,rand,3,relevant,diag_sup
Kim,rand,3,relevant,diag_inf
Kim,rand,3,relevant,mix
Kim,rand,4,min_sup,cat_id
Kim,rand,4,min_sup,cat_aa
Kim,rand,4,min_sup,trans_id
Kim,rand,4,min_sup,trans_aa
Kim,rand,4,min_sup,diag_sup
Kim,rand,4,min_sup,diag_inf
Kim,rand,4,min_sup,mix
Kim,rand,4,contrast,cat_id
Kim,rand,4,contrast,cat_aa
Kim,rand,4,contrast,trans_id
Kim,rand,4,contrast,trans_aa
Kim,rand,4,contrast,diag_sup
Kim,rand,4,contrast,diag_inf
Kim,rand,4,contrast,mix
Kim,rand,4,afinidad,cat_id
Kim,rand,4,afinidad,cat_aa
Kim,rand,4,afinidad,trans_id
Kim,rand,4,afinidad,trans_aa
Kim,rand,4,afinidad,diag_sup
Kim,rand,4,afinidad,diag_inf
Kim,rand,4,afinidad,mix
Kim,rand,4,relevant,cat_id
Kim,rand,4,relevant,cat_aa
Kim,rand,4,relevant,trans_id
Kim,rand,4,relevant,trans_aa
Kim,rand,4,relevant,diag_sup
Kim,rand,4,relevant,diag_inf
Kim,rand,4,relevant,mix
Kim,rand,5,min_sup,cat_id
Kim,rand,5,min_sup,cat_aa
Kim,rand,5,min_sup,trans_id
Kim,rand,5,min_sup,trans_aa
Kim,rand,5,min_sup,diag_sup
Kim,rand,5,min_sup,diag_inf
Kim,rand,5,min_sup,mix
Kim,rand,5,contrast,cat_id
Kim,rand,5,contrast,cat_aa
Kim,rand,5,contrast,trans_id
Kim,rand,5,contrast,trans_aa
Kim,rand,5,contrast,diag_sup
Kim,rand,5,contrast,diag_inf
Kim,rand,5,contrast,mix
Kim,rand,5,afinidad,cat_id
Kim,rand,5,afinidad,cat_aa
Kim,rand,5,afinidad,trans_id
Kim,rand,5,afinidad,trans_aa
Kim,rand,5,afinidad,diag_sup
Kim,rand,5,afinidad,diag_inf
Kim,rand,5,afinidad,mix
Kim,rand,5,relevant,cat_id
Kim,rand,5,relevant,cat_aa
Kim,rand,5,relevant,trans_id
Kim,rand,5,relevant,trans_aa
Kim,rand,5,relevant,diag_sup
Kim,rand,5,relevant,diag_inf
Kim,rand,5,relevant,mix
Kim,rand,6,min_sup,cat_id
Kim,rand,6,min_sup,cat_aa
Kim,rand,6,min_sup,trans_id
Kim,rand,6,min_sup,trans_aa
Kim,rand,6,min_sup,diag_sup
Kim,rand,6,min_sup,diag_inf
Kim,rand,6,min_sup,mix
Kim,rand,6,contrast,cat_id
Kim,rand,6,contrast,cat_aa
Kim,rand,6,contrast,trans_id
Kim,rand,6,contrast,trans_aa
Kim,rand,6,contrast,diag_sup
Kim,rand,6,contrast,diag_inf
Kim,rand,6,contrast,mix
Kim,rand,6,afinidad,cat_id
Kim,rand,6,afinidad,cat_aa
Kim,rand,6,afinidad,trans_id
Kim,rand,6,afinidad,trans_aa
Kim,rand,6,afinidad,diag_sup
Kim,rand,6,afinidad,diag_inf
Kim,rand,6,afinidad,mix
Kim,rand,6,relevant,cat_id
Kim,rand,6,relevant,cat_aa
Kim,rand,6,relevant,trans_id
Kim,rand,6,relevant,trans_aa
Kim,rand,6,relevant,diag_sup
Kim,rand,6,relevant,diag_inf
Kim,rand,6,relevant,mix
Alain,equid,3,min_sup,cat_id
Alain,equid,3,min_sup,cat_aa
Alain,equid,3,min_sup,trans_id
Alain,equid,3,min_sup,trans_aa
Alain,equid,3,min_sup,diag_sup
Alain,equid,3,min_sup,diag_inf
Alain,equid,3,min_sup,mix
Alain,equid,3,contrast,cat_id
Alain,equid,3,contrast,cat_aa
Alain,equid,3,contrast,trans_id
Alain,equid,3,contrast,trans_aa
Alain,equid,3,contrast,diag_sup
Alain,equid,3,contrast,diag_inf
Alain,equid,3,contrast,mix
Alain,equid,3,afinidad,cat_id
Alain,equid,3,afinidad,cat_aa
Alain,equid,3,afinidad,trans_id
Alain,equid,3,afinidad,trans_aa
Alain,equid,3,afinidad,diag_sup
Alain,equid,3,afinidad,diag_inf
Alain,equid,3,afinidad,mix
Alain,equid,3,relevant,cat_id
Alain,equid,3,relevant,cat_aa
Alain,equid,3,relevant,trans_id
Alain,equid,3,relevant,trans_aa
Alain,equid,3,relevant,diag_sup
Alain,equid,3,relevant,diag_inf
Alain,equid,3,relevant,mix
Alain,equid,4,min_sup,cat_id
Alain,equid,4,min_sup,cat_aa
Alain,equid,4,min_sup,trans_id
Alain,equid,4,min_sup,trans_aa
Alain,equid,4,min_sup,diag_sup
Alain,equid,4,min_sup,diag_inf
Alain,equid,4,min_sup,mix
Alain,equid,4,contrast,cat_id
Alain,equid,4,contrast,cat_aa
Alain,equid,4,contrast,trans_id
Alain,equid,4,contrast,trans_aa
Alain,equid,4,contrast,diag_sup
Alain,equid,4,contrast,diag_inf
Alain,equid,4,contrast,mix
Alain,equid,4,afinidad,cat_id
Alain,equid,4,afinidad,cat_aa
Alain,equid,4,afinidad,trans_id
Alain,equid,4,afinidad,trans_aa
Alain,equid,4,afinidad,diag_sup
Alain,equid,4,afinidad,diag_inf
Alain,equid,4,afinidad,mix
Alain,equid,4,relevant,cat_id
Alain,equid,4,relevant,cat_aa
Alain,equid,4,relevant,trans_id
Alain,equid,4,relevant,trans_aa
Alain,equid,4,relevant,diag_sup
Alain,equid,4,relevant,diag_inf
Alain,equid,4,relevant,mix
Alain,equid,5,min_sup,cat_id
Alain,equid,5,min_sup,cat_aa
Alain,equid,5,min_sup,trans_id
Alain,equid,5,min_sup,trans_aa
Alain,equid,5,min_sup,diag_sup
Alain,equid,5,min_sup,diag_inf
Alain,equid,5,min_sup,mix
Alain,equid,5,contrast,cat_id
Alain,equid,5,contrast,cat_aa
Alain,equid,5,contrast,trans_id
Alain,equid,5,contrast,trans_aa
Alain,equid,5,contrast,diag_sup
Alain,equid,5,contrast,diag_inf
Alain,equid,5,contrast,mix
Alain,equid,5,afinidad,cat_id
Alain,equid,5,afinidad,cat_aa
Alain,equid,5,afinidad,trans_id
Alain,equid,5,afinidad,trans_aa
Alain,equid,5,afinidad,diag_sup
Alain,equid,5,afinidad,diag_inf
Alain,equid,5,afinidad,mix
Alain,equid,5,relevant,cat_id
Alain,equid,5,relevant,cat_aa
Alain,equid,5,relevant,trans_id
Alain,equid,5,relevant,trans_aa
Alain,equid,5,relevant,diag_sup
Alain,equid,5,relevant,diag_inf
Alain,equid,5,relevant,mix
Alain,equid,6,min_sup,cat_id
Alain,equid,6,min_sup,cat_aa
Alain,equid,6,min_sup,trans_id
Alain,equid,6,min_sup,trans_aa
Alain,equid,6,min_sup,diag_sup
Alain,equid,6,min_sup,diag_inf
Alain,equid,6,min_sup,mix
Alain,equid,6,contrast,cat_id
Alain,equid,6,contrast,cat_aa
Alain,equid,6,contrast,trans_id
Alain,equid,6,contrast,trans_aa
Alain,equid,6,contrast,diag_sup
Alain,equid,6,contrast,diag_inf
Alain,equid,6,contrast,mix
Alain,equid,6,afinidad,cat_id
Alain,equid,6,afinidad,cat_aa
Alain,equid,6,afinidad,trans_id
Alain,equid,6,afinidad,trans_aa
Alain,equid,6,afinidad,diag_sup
Alain,equid,6,afinidad,diag_inf
Alain,equid,6,afinidad,mix
Alain,equid,6,relevant,cat_id
Alain,equid,6,relevant,cat_aa
Alain,equid,6,relevant,trans_id
Alain,equid,6,relevant,trans_aa
Alain,equid,6,relevant,diag_sup
Alain,equid,6,relevant,diag_inf
Alain,equid,6,relevant,mix
Alain,equiran,3,min_sup,cat_id
Alain,equiran,3,min_sup,cat_aa
Alain,equiran,3,min_sup,trans_id
Alain,equiran,3,min_sup,trans_aa
Alain,equiran,3,min_sup,diag_sup
Alain,equiran,3,min_sup,diag_inf
Alain,equiran,3,min_sup,mix
Alain,equiran,3,contrast,cat_id
Alain,equiran,3,contrast,cat_aa
Alain,equiran,3,contrast,trans_id
Alain,equiran,3,contrast,trans_aa
Alain,equiran,3,contrast,diag_sup
Alain,equiran,3,contrast,diag_inf
Alain,equiran,3,contrast,mix
Alain,equiran,3,afinidad,cat_id
Alain,equiran,3,afinidad,cat_aa
Alain,equiran,3,afinidad,trans_id
Alain,equiran,3,afinidad,trans_aa
Alain,equiran,3,afinidad,diag_sup
Alain,equiran,3,afinidad,diag_inf
Alain,equiran,3,afinidad,mix
Alain,equiran,3,relevant,cat_id
Alain,equiran,3,relevant,cat_aa
Alain,equiran,3,relevant,trans_id
Alain,equiran,3,relevant,trans_aa
Alain,equiran,3,relevant,diag_sup
Alain,equiran,3,relevant,diag_inf
Alain,equiran,3,relevant,mix
Alain,equiran,4,min_sup,cat_id
Alain,equiran,4,min_sup,cat_aa
Alain,equiran,4,min_sup,trans_id
Alain,equiran,4,min_sup,trans_aa
Alain,equiran,4,min_sup,diag_sup
Alain,equiran,4,min_sup,diag_inf
Alain,equiran,4,min_sup,mix
Alain,equiran,4,contrast,cat_id
Alain,equiran,4,contrast,cat_aa
Alain,equiran,4,contrast,trans_id
Alain,equiran,4,contrast,trans_aa
Alain,equiran,4,contrast,diag_sup
Alain,equiran,4,contrast,diag_inf
Alain,equiran,4,contrast,mix
Alain,equiran,4,afinidad,cat_id
Alain,equiran,4,afinidad,cat_aa
Alain,equiran,4,afinidad,trans_id
Alain,equiran,4,afinidad,trans_aa
Alain,equiran,4,afinidad,diag_sup
Alain,equiran,4,afinidad,diag_inf
Alain,equiran,4,afinidad,mix
Alain,equiran,4,relevant,cat_id
Alain,equiran,4,relevant,cat_aa
Alain,equiran,4,relevant,trans_id
Alain,equiran,4,relevant,trans_aa
Alain,equiran,4,relevant,diag_sup
Alain,equiran,4,relevant,diag_inf
Alain,equiran,4,relevant,mix
Alain,equiran,5,min_sup,cat_id
Alain,equiran,5,min_sup,cat_aa
Alain,equiran,5,min_sup,trans_id
Alain,equiran,5,min_sup,trans_aa
Alain,equiran,5,min_sup,diag_sup
Alain,equiran,5,min_sup,diag_inf
Alain,equiran,5,min_sup,mix
Alain,equiran,5,contrast,cat_id
Alain,equiran,5,contrast,cat_aa
Alain,equiran,5,contrast,trans_id
Alain,equiran,5,contrast,trans_aa
Alain,equiran,5,contrast,diag_sup
Alain,equiran,5,contrast,diag_inf
Alain,equiran,5,contrast,mix
Alain,equiran,5,afinidad,cat_id
Alain,equiran,5,afinidad,cat_aa
Alain,equiran,5,afinidad,trans_id
Alain,equiran,5,afinidad,trans_aa
Alain,equiran,5,afinidad,diag_sup
Alain,equiran,5,afinidad,diag_inf
Alain,equiran,5,afinidad,mix
Alain,equiran,5,relevant,cat_id
Alain,equiran,5,relevant,cat_aa
Alain,equiran,5,relevant,trans_id
Alain,equiran,5,relevant,trans_aa
Alain,equiran,5,relevant,diag_sup
Alain,equiran,5,relevant,diag_inf
Alain,equiran,5,relevant,mix
Alain,equiran,6,min_sup,cat_id
Alain,equiran,6,min_sup,cat_aa
Alain,equiran,6,min_sup,trans_id
Alain,equiran,6,min_sup,trans_aa
Alain,equiran,6,min_sup,diag_sup
Alain,equiran,6,min_sup,diag_inf
Alain,equiran,6,min_sup,mix
Alain,equiran,6,contrast,cat_id
Alain,equiran,6,contrast,cat_aa
Alain,equiran,6,contrast,trans_id
Alain,equiran,6,contrast,trans_aa
Alain,equiran,6,contrast,diag_sup
Alain,equiran,6,contrast,diag_inf
Alain,equiran,6,contrast,mix
Alain,equiran,6,afinidad,cat_id
Alain,equiran,6,afinidad,cat_aa
Alain,equiran,6,afinidad,trans_id
Alain,equiran,6,afinidad,trans_aa
Alain,equiran,6,afinidad,diag_sup
Alain,equiran,6,afinidad,diag_inf
Alain,equiran,6,afinidad,mix
Alain,equiran,6,relevant,cat_id
Alain,equiran,6,relevant,cat_aa
Alain,equiran,6,relevant,trans_id
Alain,equiran,6,relevant,trans_aa
Alain,equiran,6,relevant,diag_sup
Alain,equiran,6,relevant,diag_inf
Alain,equiran,6,relevant,mix
Alain,rand,3,min_sup,cat_id
Alain,rand,3,min_sup,cat_aa
Alain,rand,3,min_sup,trans_id
Alain,rand,3,min_sup,trans_aa
Alain,rand,3,min_sup,diag_sup
Alain,rand,3,min_sup,diag_inf
Alain,rand,3,min_sup,mix
Alain,rand,3,contrast,cat_id
Alain,rand,3,contrast,cat_aa
Alain,rand,3,contrast,trans_id
Alain,rand,3,contrast,trans_aa
Alain,rand,3,contrast,diag_sup
Alain,rand,3,contrast,diag_inf
Alain,rand,3,contrast,mix
Alain,rand,3,afinidad,cat_id
Alain,rand,3,afinidad,cat_aa
Alain,rand,3,afinidad,trans_id
Alain,rand,3,afinidad,trans_aa
Alain,rand,3,afinidad,diag_sup
Alain,rand,3,afinidad,diag_inf
Alain,rand,3,afinidad,mix
Alain,rand,3,relevant,cat_id
Alain,rand,3,relevant,cat_aa
Alain,rand,3,relevant,trans_id
Alain,rand,3,relevant,trans_aa
Alain,rand,3,relevant,diag_sup
Alain,rand,3,relevant,diag_inf
Alain,rand,3,relevant,mix
Alain,rand,4,min_sup,cat_id
Alain,rand,4,min_sup,cat_aa
Alain,rand,4,min_sup,trans_id
Alain,rand,4,min_sup,trans_aa
Alain,rand,4,min_sup,diag_sup
Alain,rand,4,min_sup,diag_inf
Alain,rand,4,min_sup,mix
Alain,rand,4,contrast,cat_id
Alain,rand,4,contrast,cat_aa
Alain,rand,4,contrast,trans_id
Alain,rand,4,contrast,trans_aa
Alain,rand,4,contrast,diag_sup
Alain,rand,4,contrast,diag_inf
Alain,rand,4,contrast,mix
Alain,rand,4,afinidad,cat_id
Alain,rand,4,afinidad,cat_aa
Alain,rand,4,afinidad,trans_id
Alain,rand,4,afinidad,trans_aa
Alain,rand,4,afinidad,diag_sup
Alain,rand,4,afinidad,diag_inf
Alain,rand,4,afinidad,mix
Alain,rand,4,relevant,cat_id
Alain,rand,4,relevant,cat_aa
Alain,rand,4,relevant,trans_id
Alain,rand,4,relevant,trans_aa
Alain,rand,4,relevant,diag_sup
Alain,rand,4,relevant,diag_inf
Alain,rand,4,relevant,mix
Alain,rand,5,min_sup,cat_id
Alain,rand,5,min_sup,cat_aa
Alain,rand,5,min_sup,trans_id
Alain,rand,5,min_sup,trans_aa
Alain,rand,5,min_sup,diag_sup
Alain,rand,5,min_sup,diag_inf
Alain,rand,5,min_sup,mix
Alain,rand,5,contrast,cat_id
Alain,rand,5,contrast,cat_aa
Alain,rand,5,contrast,trans_id
Alain,rand,5,contrast,trans_aa
Alain,rand,5,contrast,diag_sup
Alain,rand,5,contrast,diag_inf
Alain,rand,5,contrast,mix
Alain,rand,5,afinidad,cat_id
Alain,rand,5,afinidad,cat_aa
Alain,rand,5,afinidad,trans_id
Alain,rand,5,afinidad,trans_aa
Alain,rand,5,afinidad,diag_sup
Alain,rand,5,afinidad,diag_inf
Alain,rand,5,afinidad,mix
Alain,rand,5,relevant,cat_id
Alain,rand,5,relevant,cat_aa
Alain,rand,5,relevant,trans_id
Alain,rand,5,relevant,trans_aa
Alain,rand,5,relevant,diag_sup
Alain,rand,5,relevant,diag_inf
Alain,rand,5,relevant,mix
Alain,rand,6,min_sup,cat_id
Alain,rand,6,min_sup,cat_aa
Alain,rand,6,min_sup,trans_id
Alain,rand,6,min_sup,trans_aa
Alain,rand,6,min_sup,diag_sup
Alain,rand,6,min_sup,diag_inf
Alain,rand,6,min_sup,mix
Alain,rand,6,contrast,cat_id
Alain,rand,6,contrast,cat_aa
Alain,rand,6,contrast,trans_id
Alain,rand,6,contrast,trans_aa
Alain,rand,6,contrast,diag_sup
Alain,rand,6,contrast,diag_inf
Alain,rand,6,contrast,mix
Alain,rand,6,afinidad,cat_id
Alain,rand,6,afinidad,cat_aa
Alain,rand,6,afinidad,trans_id
Alain,rand,6,afinidad,trans_aa
Alain,rand,6,afinidad,diag_sup
Alain,rand,6,afinidad,diag_inf
Alain,rand,6,afinidad,mix
Alain,rand,6,relevant,cat_id
Alain,rand,6,relevant,cat_aa
Alain,rand,6,relevant,trans_id
Alain,rand,6,relevant,trans_aa
Alain,rand,6,relevant,diag_sup
Alain,rand,6,relevant,diag_inf
Alain,rand,6,relevant,mix
